,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1626,Lewis,ID,0.756,0.17,1590,1202,270,0.796,0.187,1870,1489,349,46.23315327,-116.434146,85,3,3824,1918,1906,4.3,85.6,0.1,6.8,0.8,0,2893,40313,2276,23285,1547,15.3,19.6,31.6,20.8,18.6,14.4,14.6,72.5,10,0.1,8.5,2.5,6.3,22.7,1524,61.8,26.5,11,0.7,5.9
320,Butler,KY,0.794,0.17,5576,4428,947,0.81,0.176,6125,4960,1078,37.20946153,-86.68748787,439,16,12735,6405,6330,3.1,95.1,0.4,0.2,0.1,0,9714,39362,2505,21787,1679,22,36.2,26.8,11.3,21,12.7,28.2,82.5,10.2,0.3,0.6,2,4.4,26,5177,75.6,15.4,8.1,0.9,5.4
1379,Jasper,IN,0.704,0.25,13331,9382,3329,0.735,0.245,15495,11383,3798,41.02078733,-87.11553319,819,5,33448,16568,16880,5.9,91.7,0.7,0,0.4,0,24860,56574,2035,24953,875,9,11.5,25.3,15.8,20.7,16.8,21.4,85.3,8.3,0.5,1.9,0.9,3.1,27,15315,85.9,9.2,4.6,0.3,5.2
18,Adams,WA,0.671,0.274,4081,2740,1118,0.675,0.306,5109,3449,1562,46.98299757,-118.5601734,935,11,19261,9750,9511,62.3,35.2,0.3,0.4,1,0,8899,48131,5933,18415,867,23.1,31.6,22.8,13.9,14.1,29.2,19.9,71.3,18.6,0.2,2.2,1.9,5.7,17.8,7757,81.2,14.6,3.8,0.3,5.9
1154,Hamilton,NY,0.668,0.28,2688,1795,752,0.679,0.305,2825,1917,863,43.66146647,-74.49721957,19,0,4646,2387,2259,1.5,95.5,0.8,0,0,0,3978,55587,3147,24891,2007,9.7,12.5,25.3,26.2,19.1,23,6.4,79.1,8.6,0.3,4.2,5.4,2.4,25.3,1991,56.4,33.9,9.7,0.1,11.2
975,Freestone,TX,0.788,0.192,7608,5995,1461,0.803,0.188,8678,6966,1629,31.70422788,-96.15072516,463,4,19646,10224,9422,14.7,67.5,16.1,0.2,0.4,0,14290,45890,4462,24060,1797,17.3,26.4,26.4,24.9,19.3,14.1,15.3,82.9,12,0.1,1.6,0.7,2.7,25.7,7422,73.3,19.6,7.1,0,4.2
2753,Teton,MT,0.682,0.255,3155,2152,803,0.706,0.273,3695,2608,1007,47.83741052,-112.2410688,92,1,6040,2969,3071,1.5,94.2,0.2,1.2,0.2,0,4601,51060,4458,26884,1443,9.8,10.3,37.3,14.5,19.8,17.6,10.8,66.6,13,0.9,8.2,3.6,7.6,18.4,2746,66.9,18.4,14.2,0.5,1.7
1076,Grant,NE,0.931,0.051,394,367,20,0.933,0.05,402,375,20,41.91528587,-101.740701,5,0,682,346,336,1.9,96.2,0.9,0,0,0,526,45833,8952,22693,2682,21.1,33.8,38.8,14.5,16.3,21.6,8.9,63.3,6.8,0,10.9,3.3,15.7,20.9,338,65.1,15.1,18.9,0.9,4.5
2624,St. Clair,MI,0.629,0.315,77994,49067,24553,0.643,0.341,92064,59186,31363,42.92655373,-82.67937954,1726,65,159761,79295,80466,3.2,91.3,2,0.1,0.7,0,123535,53641,1312,27807,567,13.3,19.2,27.8,18.7,22,10.5,21,83.7,10.8,0.6,1.4,1.1,2.4,29.1,72419,84,11.1,4.7,0.1,7.6
2396,Richmond,GA,0.326,0.65,74952,24441,48707,0.308,0.679,87016,26781,59124,33.35777107,-82.07026432,8160,185,201568,97435,104133,4.8,35.5,55.2,0.2,1.8,0.2,150995,39430,1339,21464,673,24.2,37.5,29.9,22.5,26,9,12.6,80.9,9.7,1.7,3.5,2.2,2.1,20.5,78704,74.7,22,3.1,0.1,11.6
734,DeKalb,GA,0.161,0.808,295871,47531,239131,0.157,0.831,370675,58361,308112,33.76944049,-84.22396017,21678,403,736066,348949,387117,8.7,29.1,53.3,0.2,6,0,500428,55876,865,32110,420,17.6,27.9,43.6,16.2,23.9,5.6,10.7,72,10.7,7.9,1.7,1.6,6.2,31.9,365630,81.6,13.2,5.1,0.2,8.5
362,Camden,NC,0.714,0.256,4939,3527,1266,0.724,0.258,5953,4312,1537,36.33804939,-76.15568396,142,3,10336,5103,5233,2.7,80.4,14.3,0.1,1.9,0,7743,68327,5352,27468,1870,9,15.4,37.4,21.5,19.4,11.8,9.8,91.9,4.2,0,1.2,1.7,0.9,33.7,4528,65.9,29.3,4.6,0.2,8.9
2117,Orange,CA,0.447,0.499,830206,371268,413982,0.444,0.536,1503039,667038,805222,33.70147516,-117.7645998,60115,1484,3155816,1558245,1597571,34.2,41.4,1.6,0.2,19.5,0.3,2021028,81851,570,37603,270,12.1,16.4,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,27.4,1560997,82,10.1,7.7,0.2,5.8
2397,Richmond,NC,0.542,0.441,18813,10199,8290,0.571,0.422,20683,11808,8718,35.00417719,-79.74491009,1463,30,45447,22193,23254,6.2,57.6,31.1,1.9,1,0,33815,33607,2248,19966,1341,26.1,40.4,25.7,18.8,22.5,12.5,20.5,85.8,9,0.1,2.3,0.8,2,21.5,17354,76.2,17,6.6,0.2,10
239,Bottineau,ND,0.722,0.214,3437,2482,734,0.742,0.237,3471,2575,821,48.79106111,-100.8378166,345,17,6651,3478,3173,2.2,92,0.8,2.4,0.3,0,5218,58767,4354,35698,3382,8.6,9,36.8,20,18.5,13.8,10.8,76,9.2,0,6.3,0.7,7.9,18.7,3283,65.5,19,14.9,0.6,3.3
1417,Jerauld,SD,0.67,0.273,967,648,264,0.717,0.268,1006,721,270,44.06637798,-98.62965972,170,13,2034,955,1079,2.2,96.3,0,0.4,0,0,1522,49882,2919,38776,7622,8.9,5.4,30.2,16.5,18,15.7,19.6,73.6,11.8,1.4,6.1,1.5,5.6,15.5,987,70.6,9.8,19.6,0,0.2
2339,Putnam,WV,0.714,0.237,24443,17455,5784,0.703,0.276,28501,20034,7878,38.50782345,-81.9082131,981,13,56644,27904,28740,1.1,95.5,1.2,0.1,0.6,0,43623,59113,3327,30690,1195,9.3,9.6,39.5,13.3,26,8.7,12.5,86.5,8.2,0.1,1,0.7,3.6,24.7,25834,80.2,16.7,3,0.1,3.5
1585,Lavaca,TX,0.85,0.136,8633,7339,1170,0.863,0.131,10195,8802,1333,29.38508402,-96.93186692,1177,39,19859,9596,10263,18.1,74.3,6.6,0,0.4,0,14374,51708,2822,29946,1909,10.5,13.3,32.8,14.4,20.4,14.1,18.3,83.3,10.8,0.2,1.6,0.8,3.2,28,8843,74.7,15.3,9.9,0.1,2.9
524,Clark,SD,0.687,0.24,1657,1139,398,0.742,0.236,1850,1373,437,44.85834507,-97.72925109,145,1,3642,1877,1765,1.8,94.8,0,1.7,0.9,0,2713,47500,4771,26759,2119,13.3,24.6,37.3,15.3,18.4,15.6,13.3,68.6,11.1,0,9.6,2,8.8,20.7,1773,66.2,14,18.7,1.1,4
455,Chatham,NC,0.435,0.536,39080,17012,20953,0.436,0.552,48308,21055,26642,35.70394416,-79.25541492,1978,61,68364,33000,35364,12.6,71.4,11.7,0.2,1.4,0.1,50535,59684,1914,36933,1364,13.3,20.8,41.8,16.5,20.1,10.4,11.3,78.6,10.3,0.7,1.3,1.1,8.1,28.7,30832,73.4,17.8,8.4,0.3,5.6
2535,Screven,GA,0.58,0.404,5699,3305,2300,0.591,0.401,6628,3916,2661,32.74976524,-81.60779441,454,11,14037,6896,7141,1.8,54.5,41.7,0.3,0.5,0,10870,36556,3573,20255,1426,22.6,36.4,27.8,16,22.6,11.6,22,84.8,10,0,1.6,0.8,2.8,31.1,5631,77.5,16.2,6.1,0.2,5.5
